changrenchiao,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2015/8/30 上午 12:00:00,0.59,0.50,0.46,0.53,0.66,0.84,0.93,0.97,0.95,0.82,0.66,0.54,0.42,0.30,0.30,0.36,0.40,0.48,0.56,0.61,0.63,0.58,0.50,0.40
2015/8/31 上午 12:00:00,0.31,0.25,0.23,0.28,0.43,0.62,0.77,0.85,0.90,0.85,0.72,0.81,1.19,1.67,1.79,1.85,1.76,1.55,1.27,1.02,0.86,0.75,0.65,0.53
2015/9/1 上午 12:00:00,0.41,0.31,0.24,0.20,0.25,0.38,0.57,0.71,0.78,0.80,0.74,0.62,0.43,0.31,0.21,0.13,0.12,0.18,0.32,0.44,0.54,0.60,0.58,0.48
2015/9/2 上午 12:00:00,0.35,0.22,0.12,0.05,0.03,0.11,0.26,0.43,0.55,0.63,0.66,0.56,0.46,0.30,0.22,0.14,0.12,0.14,0.22,0.39,0.50,0.56,0.60,0.53
2015/9/3 上午 12:00:00,0.44,0.30,0.18,0.10,0.03,0.00,0.06,0.20,0.33,0.43,0.49,0.47,0.42,0.32,0.24,0.21,0.17,0.16,0.20,0.31,0.43,0.50,0.54,0.57
2015/9/4 上午 12:00:00,0.52,0.44,0.32,0.22,0.12,0.04,0.00,0.03,0.12,0.22,0.30,0.35,0.34,0.30,0.26,0.23,0.22,0.21,0.21,0.28,0.36,0.46,0.52,0.57
2015/9/5 上午 12:00:00,0.58,0.55,0.48,0.38,0.29,0.18,0.09,0.05,0.05,0.11,0.17,0.22,0.30,0.32,0.32,0.30,0.30,0.30,0.28,0.31,0.36,0.41,0.51,0.57
2015/9/6 上午 12:00:00,0.62,0.65,0.62,0.57,0.48,0.41,0.32,0.23,0.17,0.15,0.16,0.20,0.24,0.32,0.35,0.38,0.38,0.41,0.39,0.41,0.40,0.42,0.47,0.53
2015/9/7 上午 12:00:00,0.59,0.64,0.68,0.68,0.62,0.54,0.46,0.35,0.28,0.18,0.23,0.34,0.79,0.88,0.78,0.76,0.85,0.89,0.83,0.74,0.63,0.54,0.50,0.50
2015/9/8 上午 12:00:00,0.56,0.62,0.68,0.72,0.73,0.70,0.60,0.49,0.37,0.25,0.17,0.12,0.13,0.17,0.23,0.31,0.38,0.40,0.42,0.43,0.42,0.39,0.38,0.41
2015/9/9 上午 12:00:00,0.45,0.52,0.58,0.66,0.71,0.70,0.65,0.56,0.42,0.31,0.18,0.09,0.06,0.12,0.18,0.25,0.32,0.37,0.36,0.35,0.35,0.33,0.31,0.30
2015/9/10 上午 12:00:00,0.31,0.40,0.50,0.60,0.64,0.69,0.66,0.59,0.49,0.37,0.26,0.13,0.07,0.09,0.13,0.20,0.26,0.32,0.37,0.37,0.33,0.31,0.28,0.27
2015/9/11 上午 12:00:00,0.27,0.31,0.42,0.55,0.64,0.69,0.70,0.67,0.58,0.44,0.34,0.24,0.15,0.12,0.15,0.23,0.30,0.34,0.40,0.41,0.39,0.34,0.28,0.25
2015/9/12 上午 12:00:00,0.25,0.25,0.32,0.46,0.57,0.66,0.70,0.70,0.64,0.52,0.41,0.30,0.22,0.16,0.16,0.23,0.32,0.41,0.46,0.47,0.46,0.42,0.37,0.30
2015/9/13 上午 12:00:00,0.27,0.24,0.28,0.38,0.51,0.61,0.68,0.69,0.68,0.60,0.49,0.36,0.28,0.20,0.18,0.25,0.33,0.42,0.49,0.53,0.54,0.52,0.45,0.36
2015/9/14 上午 12:00:00,0.28,0.24,0.23,0.29,0.40,0.54,0.65,0.69,0.71,0.66,0.58,0.47,0.32,0.22,0.19,0.20,0.30,0.39,0.49,0.55,0.59,0.57,0.52,0.44
2015/9/15 上午 12:00:00,0.33,0.27,0.23,0.23,0.30,0.42,0.52,0.59,0.62,0.62,0.56,0.45,0.35,0.27,0.20,0.18,0.24,0.36,0.46,0.50,0.55,0.54,0.49,0.40
2015/9/16 上午 12:00:00,0.29,0.22,0.16,0.12,0.15,0.26,0.38,0.44,0.48,0.51,0.50,0.43,0.31,0.24,0.20,0.15,0.19,0.28,0.41,0.48,0.51,0.52,0.47,0.40
2015/9/17 上午 12:00:00,0.30,0.20,0.13,0.08,0.08,0.16,0.26,0.38,0.42,0.45,0.44,0.40,0.34,0.26,0.22,0.16,0.16,0.22,0.35,0.46,0.53,0.55,0.54,0.49
2015/9/18 上午 12:00:00,0.41,0.30,0.23,0.16,0.10,0.11,0.18,0.29,0.37,0.42,0.44,0.44,0.41,0.34,0.27,0.25,0.23,0.26,0.33,0.45,0.55,0.57,0.59,0.57
2015/9/19 上午 12:00:00,0.53,0.43,0.32,0.26,0.19,0.15,0.16,0.21,0.31,0.38,0.42,0.46,0.41,0.40,0.34,0.32,0.30,0.27,0.33,0.40,0.51,0.57,0.61,0.60
2015/9/20 上午 12:00:00,0.56,0.49,0.38,0.30,0.24,0.15,0.11,0.13,0.18,0.26,0.31,0.36,0.37,0.37,0.35,0.30,0.30,0.30,0.30,0.36,0.44,0.54,0.62,0.64
2015/9/21 上午 12:00:00,0.64,0.59,0.52,0.43,0.36,0.28,0.20,0.16,0.16,0.20,0.24,0.30,0.33,0.35,0.37,0.35,0.30,0.33,0.34,0.34,0.40,0.48,0.57,0.62
2015/9/22 上午 12:00:00,0.64,0.63,0.60,0.54,0.43,0.35,0.26,0.17,0.11,0.10,0.14,0.17,0.22,0.30,0.32,0.33,0.35,0.33,0.32,0.33,0.32,0.37,0.44,0.52
2015/9/23 上午 12:00:00,0.59,0.65,0.66,0.64,0.59,0.50,0.39,0.29,0.18,0.12,0.09,0.11,0.15,0.22,0.29,0.35,0.40,0.40,0.40,0.41,0.38,0.38,0.42,0.48
2015/9/24 上午 12:00:00,0.59,0.67,0.73,0.76,0.74,0.66,0.56,0.43,0.32,0.20,0.11,0.08,0.10,0.18,0.26,0.34,0.42,0.45,0.47,0.43,0.41,0.38,0.35,0.39
2015/9/25 上午 12:00:00,0.49,0.60,0.71,0.79,0.82,0.80,0.73,0.59,0.44,0.32,0.18,0.11,0.09,0.16,0.27,0.36,0.46,0.53,0.54,0.50,0.44,0.40,0.35,0.34
2015/9/26 上午 12:00:00,0.37,0.49,0.64,0.78,0.84,0.89,0.86,0.74,0.60,0.42,0.30,0.17,0.12,0.13,0.23,0.37,0.47,0.54,0.59,0.57,0.50,0.42,0.34,0.31
2015/9/27 上午 12:00:00,0.27,0.34,0.48,0.66,0.82,0.87,0.91,0.87,0.72,0.58,0.43,0.28,0.16,0.12,0.20,0.31,0.48,0.58,0.66,0.70,0.66,0.57,0.43,0.32
2015/9/28 上午 12:00:00,0.25,0.21,0.32,0.50,0.71,0.84,0.89,0.93,0.86,0.74,0.57,0.40,0.26,0.20,0.20,0.30,0.47,0.65,0.73,0.84,0.87,0.85,0.87,0.72
2015/9/29 上午 12:00:00,0.61,0.63,0.76,0.83,1.05,1.20,1.21,1.18,1.13,1.01,0.86,0.65,0.48,0.35,0.28,0.28,0.39,0.55,0.71,0.79,0.81,0.76,0.65,0.48
2015/9/30 上午 12:00:00,0.34,0.21,0.12,0.10,0.19,0.36,0.54,0.63,0.73,0.73,0.66,0.56,0.43,0.33,0.30,0.27,0.36,0.49,0.66,0.76,0.80,0.81,0.74,0.63
2015/10/1 上午 12:00:00,0.45,0.29,0.16,0.06,0.03,0.11,0.24,0.37,0.45,0.53,0.56,0.50,0.40,0.35,0.32,0.28,0.27,0.37,0.52,0.65,0.74,0.77,0.78,0.72
2015/10/2 上午 12:00:00,0.58,0.42,0.31,0.17,0.09,0.07,0.11,0.23,0.33,0.40,0.45,0.47,0.44,0.40,0.36,0.33,0.31,0.35,0.45,0.58,0.66,0.74,0.77,0.77
2015/10/3 上午 12:00:00,0.70,0.55,0.42,0.27,0.14,0.06,0.03,0.08,0.16,0.24,0.33,0.40,0.43,0.43,0.38,0.34,0.38,0.37,0.41,0.44,0.56,0.63,0.70,0.71
2015/10/4 上午 12:00:00,0.71,0.64,0.54,0.42,0.30,0.21,0.09,0.02,0.05,0.09,0.15,0.20,0.27,0.31,0.36,0.35,0.37,0.36,0.34,0.38,0.41,0.48,0.55,0.60
2015/10/5 上午 12:00:00,0.63,0.60,0.57,0.48,0.37,0.28,0.17,0.06,0.00,-0.02,0.03,0.08,0.15,0.22,0.29,0.33,0.34,0.36,0.35,0.34,0.37,0.40,0.45,0.50
2015/10/6 上午 12:00:00,0.55,0.60,0.62,0.60,0.53,0.44,0.32,0.21,0.11,0.05,0.05,0.06,0.11,0.19,0.27,0.34,0.37,0.38,0.38,0.39,0.36,0.38,0.41,0.47
2015/10/7 上午 12:00:00,0.54,0.59,0.64,0.67,0.65,0.59,0.49,0.37,0.27,0.19,0.12,0.09,0.12,0.17,0.24,0.32,0.38,0.40,0.41,0.39,0.36,0.34,0.32,0.34
2015/10/8 上午 12:00:00,0.39,0.47,0.53,0.57,0.59,0.57,0.49,0.39,0.28,0.18,0.10,0.07,0.08,0.15,0.23,0.31,0.38,0.41,0.41,0.40,0.34,0.30,0.27,0.26
2015/10/9 上午 12:00:00,0.29,0.38,0.47,0.53,0.59,0.60,0.56,0.50,0.36,0.28,0.20,0.12,0.09,0.16,0.23,0.32,0.38,0.43,0.43,0.42,0.37,0.28,0.23,0.19
2015/10/10 上午 12:00:00,0.20,0.24,0.35,0.46,0.52,0.56,0.56,0.50,0.39,0.32,0.22,0.15,0.10,0.12,0.21,0.32,0.42,0.47,0.49,0.45,0.39,0.32,0.23,0.19
2015/10/11 上午 12:00:00,0.15,0.16,0.24,0.37,0.48,0.55,0.57,0.55,0.46,0.37,0.25,0.18,0.10,0.10,0.16,0.27,0.39,0.46,0.48,0.48,0.44,0.34,0.25,0.17
2015/10/12 上午 12:00:00,0.11,0.10,0.14,0.24,0.38,0.50,0.54,0.56,0.51,0.43,0.33,0.22,0.17,0.16,0.22,0.31,0.43,0.52,0.56,0.58,0.55,0.48,0.37,0.26
2015/10/13 上午 12:00:00,0.18,0.12,0.11,0.19,0.30,0.44,0.50,0.54,0.54,0.48,0.40,0.30,0.24,0.21,0.22,0.30,0.42,0.55,0.62,0.64,0.63,0.54,0.46,0.34
2015/10/14 上午 12:00:00,0.22,0.13,0.10,0.13,0.22,0.34,0.42,0.48,0.50,0.50,0.44,0.37,0.29,0.24,0.22,0.27,0.37,0.49,0.59,0.62,0.64,0.60,0.50,0.40
2015/10/15 上午 12:00:00,0.25,0.16,0.08,0.06,0.11,0.22,0.32,0.38,0.42,0.46,0.42,0.36,0.30,0.26,0.25,0.28,0.36,0.47,0.60,0.66,0.66,0.63,0.58,0.46
2015/10/16 上午 12:00:00,0.33,0.21,0.11,0.07,0.07,0.14,0.25,0.32,0.38,0.42,0.44,0.42,0.38,0.34,0.32,0.32,0.36,0.47,0.59,0.68,0.69,0.68,0.63,0.55
2015/10/17 上午 12:00:00,0.44,0.32,0.20,0.13,0.10,0.11,0.19,0.28,0.34,0.39,0.47,0.47,0.46,0.44,0.39,0.40,0.43,0.48,0.60,0.70,0.76,0.78,0.76,0.71
2015/10/18 上午 12:00:00,0.62,0.49,0.38,0.27,0.20,0.16,0.19,0.23,0.31,0.35,0.42,0.46,0.48,0.47,0.44,0.44,0.44,0.47,0.55,0.64,0.73,0.75,0.76,0.73
2015/10/19 上午 12:00:00,0.68,0.59,0.47,0.36,0.26,0.20,0.17,0.19,0.23,0.30,0.36,0.42,0.49,0.49,0.50,0.50,0.50,0.50,0.53,0.58,0.67,0.73,0.75,0.76
2015/10/20 上午 12:00:00,0.74,0.70,0.61,0.52,0.41,0.30,0.22,0.18,0.18,0.20,0.25,0.31,0.38,0.44,0.46,0.50,0.50,0.49,0.49,0.51,0.57,0.64,0.69,0.71
2015/10/21 上午 12:00:00,0.74,0.73,0.68,0.60,0.51,0.39,0.28,0.18,0.14,0.12,0.14,0.19,0.27,0.39,0.44,0.49,0.49,0.50,0.50,0.48,0.48,0.50,0.57,0.62
2015/10/22 上午 12:00:00,0.66,0.69,0.70,0.68,0.60,0.50,0.38,0.24,0.14,0.10,0.09,0.12,0.19,0.28,0.40,0.49,0.50,0.51,0.48,0.47,0.44,0.42,0.46,0.53
2015/10/23 上午 12:00:00,0.60,0.66,0.70,0.71,0.70,0.62,0.50,0.36,0.22,0.12,0.06,0.06,0.13,0.24,0.35,0.47,0.52,0.53,0.50,0.46,0.41,0.36,0.32,0.34
2015/10/24 上午 12:00:00,0.42,0.52,0.60,0.65,0.69,0.67,0.57,0.44,0.31,0.19,0.08,0.03,0.06,0.17,0.29,0.39,0.47,0.49,0.48,0.43,0.35,0.27,0.20,0.18
2015/10/25 上午 12:00:00,0.22,0.32,0.46,0.56,0.61,0.66,0.62,0.51,0.38,0.24,0.13,0.03,0.02,0.09,0.24,0.38,0.46,0.53,0.55,0.48,0.36,0.23,0.16,0.08
2015/10/26 上午 12:00:00,0.04,0.12,0.26,0.42,0.53,0.58,0.60,0.55,0.45,0.33,0.20,0.12,0.06,0.10,0.22,0.35,0.52,0.59,0.63,0.58,0.45,0.29,0.13,0.02
2015/10/27 上午 12:00:00,-0.06,-0.07,0.03,0.20,0.37,0.48,0.55,0.56,0.46,0.37,0.24,0.17,0.10,0.10,0.18,0.34,0.50,0.64,0.70,0.71,0.60,0.43,0.24,0.04
2015/10/28 上午 12:00:00,-0.08,-0.16,-0.16,-0.04,0.16,0.33,0.42,0.48,0.47,0.38,0.26,0.16,0.09,0.03,0.06,0.21,0.40,0.59,0.71,0.75,0.73,0.60,0.38,0.17
2015/10/29 上午 12:00:00,-0.04,-0.17,-0.26,-0.23,-0.09,0.11,0.26,0.35,0.43,0.40,0.31,0.20,0.13,0.12,0.10,0.15,0.32,0.51,0.68,0.77,0.80,0.74,0.59,0.38
2015/10/30 上午 12:00:00,0.16,-0.01,-0.16,-0.24,-0.21,-0.08,0.09,0.20,0.28,0.32,0.28,0.22,0.15,0.14,0.13,0.14,0.21,0.37,0.56,0.69,0.74,0.75,0.65,0.51
2015/10/31 上午 12:00:00,0.31,0.10,-0.07,-0.23,-0.28,-0.26,-0.15,0.00,0.11,0.19,0.20,0.20,0.16,0.12,0.09,0.10,0.12,0.23,0.38,0.55,0.66,0.71,0.67,0.61
2015/11/1 上午 12:00:00,0.44,0.28,0.11,-0.05,-0.18,-0.20,-0.17,-0.12,-0.03,0.06,0.12,0.17,0.17,0.18,0.16,0.16,0.15,0.19,0.28,0.40,0.53,0.59,0.63,0.65
2015/11/2 上午 12:00:00,0.58,0.45,0.30,0.15,0.03,-0.11,-0.12,-0.11,-0.05,0.01,0.09,0.18,0.22,0.23,0.22,0.20,0.21,0.18,0.22,0.27,0.38,0.46,0.51,0.54
2015/11/3 上午 12:00:00,0.55,0.50,0.40,0.29,0.16,0.05,-0.05,-0.11,-0.10,-0.05,-0.01,0.08,0.14,0.22,0.24,0.24,0.24,0.24,0.20,0.22,0.27,0.33,0.40,0.44
2015/11/4 上午 12:00:00,0.49,0.49,0.46,0.40,0.30,0.20,0.09,0.00,-0.05,-0.06,-0.01,0.04,0.11,0.18,0.23,0.24,0.26,0.24,0.24,0.18,0.18,0.20,0.26,0.31
2015/11/5 上午 12:00:00,0.36,0.41,0.43,0.42,0.37,0.29,0.19,0.09,0.00,-0.04,-0.04,0.00,0.07,0.17,0.25,0.28,0.31,0.30,0.28,0.24,0.20,0.16,0.15,0.20
2015/11/6 上午 12:00:00,0.26,0.32,0.36,0.40,0.40,0.36,0.28,0.18,0.10,0.02,-0.02,-0.02,0.06,0.16,0.25,0.31,0.36,0.37,0.34,0.28,0.23,0.18,0.14,0.12
2015/11/7 上午 12:00:00,0.16,0.24,0.30,0.35,0.38,0.39,0.33,0.24,0.15,0.07,0.02,0.00,0.04,0.13,0.23,0.31,0.37,0.38,0.37,0.33,0.24,0.17,0.11,0.06
2015/11/8 上午 12:00:00,0.06,0.12,0.20,0.27,0.32,0.35,0.35,0.28,0.20,0.13,0.06,0.02,0.04,0.11,0.23,0.33,0.41,0.45,0.44,0.39,0.31,0.21,0.12,0.04
2015/11/9 上午 12:00:00,-0.01,0.00,0.09,0.19,0.27,0.32,0.34,0.31,0.24,0.18,0.09,0.05,0.06,0.09,0.21,0.34,0.45,0.50,0.52,0.48,0.40,0.27,0.16,0.05
2015/11/10 上午 12:00:00,-0.05,-0.05,0.02,0.11,0.23,0.30,0.35,0.34,0.31,0.23,0.14,0.08,0.05,0.09,0.19,0.33,0.45,0.54,0.57,0.54,0.50,0.37,0.24,0.10
2015/11/11 上午 12:00:00,0.00,-0.05,-0.03,0.06,0.17,0.27,0.34,0.38,0.39,0.34,0.26,0.18,0.13,0.12,0.20,0.32,0.46,0.57,0.62,0.64,0.59,0.48,0.35,0.19
2015/11/12 上午 12:00:00,0.06,-0.05,-0.09,-0.05,0.05,0.16,0.28,0.37,0.37,0.36,0.28,0.20,0.16,0.16,0.19,0.29,0.45,0.59,0.65,0.68,0.64,0.56,0.43,0.27
2015/11/13 上午 12:00:00,0.13,0.01,-0.08,-0.09,-0.05,0.06,0.16,0.23,0.30,0.32,0.27,0.22,0.16,0.16,0.16,0.24,0.38,0.53,0.63,0.66,0.65,0.60,0.48,0.32
2015/11/14 上午 12:00:00,0.18,0.06,-0.05,-0.10,-0.09,-0.04,0.07,0.13,0.21,0.25,0.26,0.22,0.18,0.17,0.15,0.21,0.30,0.44,0.57,0.64,0.68,0.65,0.55,0.42
2015/11/15 上午 12:00:00,0.26,0.11,-0.02,-0.12,-0.15,-0.11,-0.04,0.05,0.10,0.16,0.20,0.20,0.18,0.15,0.16,0.17,0.22,0.34,0.48,0.59,0.64,0.65,0.61,0.50
2015/11/16 上午 12:00:00,0.35,0.20,0.06,-0.06,-0.14,-0.14,-0.09,0.00,0.08,0.16,0.22,0.24,0.23,0.22,0.20,0.22,0.24,0.30,0.40,0.53,0.62,0.66,0.65,0.59
2015/11/17 上午 12:00:00,0.48,0.34,0.19,0.08,-0.04,-0.12,-0.13,-0.10,-0.02,0.05,0.14,0.18,0.20,0.21,0.20,0.20,0.19,0.22,0.29,0.37,0.48,0.56,0.56,0.57
2015/11/18 上午 12:00:00,0.50,0.40,0.28,0.14,0.04,-0.08,-0.13,-0.16,-0.12,-0.02,0.04,0.12,0.17,0.20,0.20,0.18,0.20,0.19,0.19,0.24,0.32,0.40,0.48,0.50
2015/11/19 上午 12:00:00,0.51,0.46,0.36,0.24,0.12,0.02,-0.08,-0.14,-0.16,-0.10,-0.01,0.06,0.16,0.21,0.24,0.24,0.24,0.22,0.20,0.19,0.22,0.28,0.36,0.42
2015/11/20 上午 12:00:00,0.46,0.50,0.47,0.38,0.29,0.21,0.10,0.00,-0.06,-0.07,-0.02,0.06,0.15,0.25,0.32,0.35,0.35,0.30,0.26,0.21,0.17,0.16,0.20,0.29
2015/11/21 上午 12:00:00,0.37,0.42,0.46,0.47,0.41,0.34,0.23,0.12,0.01,-0.04,-0.05,0.02,0.14,0.25,0.37,0.46,0.48,0.44,0.37,0.30,0.21,0.15,0.12,0.16
2015/11/22 上午 12:00:00,0.26,0.36,0.41,0.47,0.48,0.44,0.35,0.23,0.12,0.03,-0.03,0.00,0.09,0.24,0.36,0.47,0.55,0.54,0.46,0.35,0.22,0.11,0.01,-0.03
2015/11/23 上午 12:00:00,0.01,0.12,0.24,0.32,0.38,0.40,0.36,0.26,0.16,0.07,0.00,-0.02,0.04,0.18,0.37,0.50,0.58,0.63,0.59,0.46,0.31,0.16,0.02,-0.09
2015/11/24 上午 12:00:00,-0.13,-0.06,0.08,0.20,0.31,0.38,0.41,0.36,0.26,0.16,0.07,0.02,0.02,0.13,0.30,0.49,0.63,0.71,0.71,0.63,0.49,0.30,0.10,-0.06
2015/11/25 上午 12:00:00,-0.17,-0.18,-0.09,0.08,0.20,0.31,0.39,0.40,0.34,0.26,0.17,0.11,0.07,0.11,0.24,0.43,0.62,0.71,0.77,0.76,0.64,0.47,0.26,0.05
2015/11/26 上午 12:00:00,-0.12,-0.22,-0.22,-0.13,0.01,0.13,0.24,0.29,0.30,0.24,0.16,0.07,0.03,0.02,0.08,0.27,0.50,0.66,0.76,0.80,0.74,0.62,0.43,0.23
2015/11/27 上午 12:00:00,0.03,-0.14,-0.21,-0.20,-0.09,0.06,0.19,0.29,0.35,0.35,0.30,0.23,0.21,0.16,0.19,0.27,0.45,0.62,0.77,0.84,0.86,0.81,0.68,0.48
2015/11/28 上午 12:00:00,0.27,0.10,-0.08,-0.14,-0.13,-0.03,0.10,0.17,0.28,0.31,0.31,0.27,0.23,0.22,0.24,0.26,0.38,0.52,0.68,0.80,0.84,0.83,0.74,0.59
2015/11/29 上午 12:00:00,0.40,0.20,0.04,-0.10,-0.15,-0.14,-0.04,0.05,0.13,0.22,0.24,0.24,0.22,0.19,0.23,0.25,0.31,0.41,0.55,0.67,0.72,0.73,0.70,0.60
2015/11/30 上午 12:00:00,0.46,0.29,0.12,-0.01,-0.12,-0.16,-0.10,-0.02,0.07,0.14,0.21,0.23,0.23,0.22,0.22,0.24,0.26,0.33,0.44,0.57,0.65,0.68,0.70,0.66
2015/12/1 上午 12:00:00,0.56,0.44,0.28,0.15,0.01,-0.08,-0.09,-0.06,0.03,0.10,0.18,0.24,0.26,0.24,0.24,0.26,0.26,0.28,0.33,0.43,0.54,0.59,0.60,0.61
2015/12/2 上午 12:00:00,0.58,0.53,0.40,0.29,0.17,0.06,-0.01,-0.02,0.02,0.09,0.14,0.21,0.26,0.26,0.27,0.26,0.28,0.29,0.30,0.34,0.40,0.46,0.51,0.52
2015/12/3 上午 12:00:00,0.53,0.50,0.42,0.32,0.22,0.13,0.03,-0.01,-0.02,0.03,0.06,0.14,0.21,0.24,0.25,0.27,0.26,0.23,0.22,0.19,0.22,0.26,0.32,0.34
2015/12/4 上午 12:00:00,0.37,0.40,0.38,0.33,0.27,0.18,0.11,0.04,-0.02,0.00,0.04,0.10,0.19,0.26,0.31,0.35,0.36,0.32,0.30,0.27,0.24,0.24,0.26,0.31
2015/12/5 上午 12:00:00,0.35,0.40,0.44,0.42,0.42,0.36,0.29,0.21,0.15,0.11,0.11,0.17,0.24,0.34,0.42,0.48,0.49,0.49,0.43,0.36,0.30,0.23,0.23,0.22
2015/12/6 上午 12:00:00,0.26,0.28,0.32,0.34,0.35,0.32,0.26,0.20,0.11,0.05,0.02,0.04,0.10,0.20,0.30,0.39,0.41,0.43,0.40,0.30,0.21,0.13,0.05,0.03
2015/12/7 上午 12:00:00,0.06,0.12,0.18,0.23,0.28,0.30,0.27,0.20,0.14,0.07,0.03,0.03,0.09,0.20,0.32,0.43,0.50,0.53,0.52,0.45,0.36,0.23,0.12,0.05
2015/12/8 上午 12:00:00,0.02,0.04,0.11,0.18,0.24,0.30,0.31,0.28,0.22,0.16,0.10,0.07,0.10,0.20,0.34,0.48,0.57,0.62,0.62,0.56,0.45,0.32,0.16,0.05
2015/12/9 上午 12:00:00,0.00,0.00,0.05,0.13,0.22,0.27,0.33,0.34,0.28,0.24,0.18,0.16,0.17,0.23,0.37,0.51,0.64,0.70,0.76,0.70,0.60,0.44,0.27,0.16
2015/12/10 上午 12:00:00,0.05,-0.01,0.00,0.06,0.14,0.25,0.30,0.33,0.29,0.24,0.16,0.12,0.14,0.15,0.26,0.41,0.58,0.70,0.73,0.73,0.64,0.48,0.30,0.12
2015/12/11 上午 12:00:00,0.00,-0.10,-0.14,-0.12,-0.04,0.06,0.16,0.22,0.22,0.18,0.14,0.08,0.08,0.08,0.16,0.30,0.48,0.64,0.74,0.75,0.70,0.57,0.39,0.19
2015/12/12 上午 12:00:00,0.02,-0.13,-0.20,-0.20,-0.12,0.00,0.10,0.19,0.22,0.22,0.16,0.12,0.08,0.09,0.12,0.23,0.40,0.57,0.71,0.76,0.77,0.68,0.50,0.32
2015/12/13 上午 12:00:00,0.12,-0.03,-0.14,-0.18,-0.16,-0.08,0.06,0.15,0.23,0.24,0.20,0.16,0.11,0.10,0.13,0.17,0.32,0.51,0.67,0.77,0.80,0.77,0.62,0.44
2015/12/14 上午 12:00:00,0.24,0.06,-0.07,-0.16,-0.18,-0.13,-0.02,0.08,0.15,0.23,0.22,0.19,0.14,0.08,0.09,0.12,0.19,0.36,0.54,0.71,0.78,0.78,0.72,0.58
2015/12/15 上午 12:00:00,0.40,0.20,0.01,-0.12,-0.16,-0.15,-0.06,0.05,0.14,0.22,0.26,0.24,0.19,0.13,0.09,0.08,0.10,0.20,0.38,0.52,0.66,0.71,0.70,0.61
2015/12/16 上午 12:00:00,0.48,0.31,0.10,-0.07,-0.15,-0.19,-0.14,-0.05,0.02,0.10,0.18,0.21,0.18,0.16,0.12,0.07,0.06,0.06,0.18,0.32,0.47,0.54,0.60,0.59
2015/12/17 上午 12:00:00,0.52,0.40,0.25,0.08,-0.02,-0.14,-0.16,-0.11,-0.02,0.06,0.16,0.21,0.27,0.25,0.24,0.18,0.14,0.10,0.12,0.20,0.34,0.44,0.50,0.55
2015/12/18 上午 12:00:00,0.56,0.50,0.38,0.27,0.15,0.03,-0.04,-0.06,-0.03,0.06,0.13,0.22,0.31,0.35,0.36,0.32,0.27,0.22,0.17,0.15,0.18,0.27,0.34,0.41
2015/12/19 上午 12:00:00,0.43,0.44,0.42,0.33,0.23,0.12,0.03,-0.05,-0.09,-0.03,0.06,0.18,0.28,0.39,0.44,0.44,0.41,0.32,0.26,0.18,0.14,0.14,0.19,0.27
2015/12/20 上午 12:00:00,0.31,0.36,0.38,0.36,0.32,0.22,0.12,0.03,-0.04,-0.06,-0.02,0.07,0.18,0.30,0.43,0.49,0.48,0.43,0.36,0.24,0.13,0.05,0.03,0.04
2015/12/21 上午 12:00:00,0.10,0.18,0.24,0.29,0.30,0.25,0.18,0.09,0.03,-0.02,-0.03,0.02,0.14,0.26,0.39,0.50,0.54,0.51,0.44,0.32,0.18,0.05,-0.07,-0.11
2015/12/22 上午 12:00:00,-0.10,-0.02,0.07,0.14,0.20,0.22,0.20,0.15,0.08,0.02,-0.02,-0.02,0.05,0.20,0.37,0.49,0.59,0.59,0.58,0.46,0.30,0.12,-0.04,-0.16
2015/12/23 上午 12:00:00,-0.20,-0.18,-0.08,0.00,0.09,0.18,0.20,0.18,0.12,0.04,0.00,-0.02,0.00,0.10,0.26,0.44,0.56,0.66,0.67,0.60,0.45,0.25,0.05,-0.11
2015/12/24 上午 12:00:00,-0.24,-0.28,-0.24,-0.13,-0.01,0.08,0.17,0.20,0.17,0.10,0.03,0.02,0.00,0.05,0.17,0.35,0.53,0.64,0.70,0.70,0.59,0.39,0.18,-0.04
2015/12/25 上午 12:00:00,-0.23,-0.35,-0.38,-0.32,-0.17,-0.06,0.07,0.16,0.16,0.10,0.03,-0.02,-0.04,-0.04,0.04,0.23,0.43,0.60,0.67,0.72,0.67,0.51,0.30,0.06
2015/12/26 上午 12:00:00,-0.16,-0.34,-0.43,-0.41,-0.32,-0.16,-0.04,0.09,0.14,0.15,0.08,0.02,0.00,-0.02,0.00,0.11,0.31,0.50,0.64,0.71,0.72,0.65,0.47,0.25
2015/12/27 上午 12:00:00,0.04,-0.15,-0.30,-0.37,-0.36,-0.25,-0.11,-0.01,0.08,0.13,0.10,0.05,-0.01,-0.01,-0.02,0.02,0.14,0.34,0.52,0.62,0.64,0.62,0.53,0.40
2015/12/28 上午 12:00:00,0.16,-0.07,-0.25,-0.38,-0.40,-0.35,-0.24,-0.12,-0.04,0.04,0.06,0.03,0.00,-0.03,-0.07,-0.06,0.01,0.16,0.33,0.47,0.56,0.57,0.55,0.46
2015/12/29 上午 12:00:00,0.28,0.08,-0.12,-0.27,-0.36,-0.34,-0.27,-0.14,-0.07,0.02,0.06,0.09,0.05,0.05,0.00,0.00,0.02,0.10,0.22,0.38,0.46,0.51,0.50,0.46
